Username,Email,Department,Employee Class,Title,Organization,Manager Name,User Status,AI Service (Normalized),AI Services,Total AI Services,Has AI Extensions Installed,Has AI Service License,Ai Service Event Count,Ai Service Connection Count,Ai Service File Upload Count,Ai Service Copy Paste Count,Ai Service PII Detection Count,Average Risk Score,Last Access Timestamp,Operating Systems,Endpoint Machine,AI Tool Vendor,AI Tool Category,AI Tool Region,AI Tool Data Location,Has BAA,Has DPA,Approved for Use,Risk Classification,Data Classification,Handles PHI,Handles PII,Handles Financial Data,Encryption Status,User Location,User Role,Access Level,Clearance Level,Training Completed,Last Certification Date,Consent Status,Data Retention Policy,Deletion Request Status,Sensitive Data Access Count,Policy Violations Count,Anomaly Flags,Incident Status,Vendor Risk Score,Vendor Assessment Date,SLA/SLO Status
wayneromero,bthompson@customer.com,Legal,Vendor,Commissioning editor,customer.com,Taylor Rivera,Inactive,Copilot,"Copilot,Gemini",2,True,True,353,110,9,43,3,49.8,2026-01-08T09:10:01.556498Z,Windows 10,mw81-56662,OpenAI,Chat Assistant,EU,EU-Central,No,No,Under Review,Low,PHI,True,True,False,Encrypted at Rest,US-MA,Exec,Standard,Secret,False,2025-07-15,Explicit,30d,Completed,84,13,Multiple Flags,Resolved,7,2026-01-20,Compliant
lindsaymay,knapptiffany@customer.com,Legal,Full-Time,Facilities manager,customer.com,Denise Washington,Inactive,Copilot,"Copilot,Gemini,Bing",3,False,False,489,43,3,10,2,37.6,2026-01-07T19:17:01.557395Z,Windows 10,xY20-85544,OpenAI,Copilot,US,US-West,Yes,,Under Review,Low,Confidential,False,False,False,Both,US-NY,IT,Elevated,Confidential,False,2025-05-11,,Indefinite,,93,2,Unusual Hours,Resolved,50,2026-01-20,Breach
brianhall,branchjessica@customer.com,Security,Full-Time,"Investment banker, operational",customer.com,Tammy Cox,Suspended,Bing,"Bing,Claude,Perplexity",3,False,False,183,41,6,34,0,75.5,2026-01-02T03:33:01.558512Z,Windows 11,ZB32-20868,Microsoft,Analytics,US,EU-West,,No,Prohibited,Low,Internal,False,False,False,,EU-DE,IT,Admin,Top-Secret,False,2025-12-08,Implied,30d,Pending,109,6,Multiple Flags,,45,2026-01-20,Compliant
marieolson,walshdonald@customer.com,Engineering,Full-Time,Oceanographer,customer.com,Mary Vargas,Active,Perplexity,"Perplexity,Claude",2,False,False,43,36,9,12,2,84.0,2026-01-10T18:45:01.559480Z,Windows 11,jy13-36483,Anthropic,Code Assistant,EU,Multi-Region,Pending,No,Under Review,Medium,Internal,False,False,False,Both,APAC-SG,IT,Standard,Secret,True,2025-06-26,Withdrawn,Indefinite,Completed,83,3,Unusual Hours,Resolved,54,2026-01-20,At Risk
njackson,shaun49@customer.com,Finance,Vendor,"Engineer, automotive",customer.com,Lisa Harris,Inactive,ChatGPT,"ChatGPT,Claude",2,True,False,248,69,5,6,0,34.2,2026-01-14T09:03:01.560367Z,Ubuntu 22.04,zS50-07173,Meta,GenAI,Global,US-West,Pending,Yes,Approved,Low,Confidential,False,False,False,Encrypted at Rest,EU-DE,Exec,Elevated,Secret,False,2025-02-25,Withdrawn,1yr,,113,7,Excessive Upload,Under Investigation,93,2026-01-20,At Risk
cwilkinson,brice@customer.com,Engineering,Intern,Senior tax professional/tax inspector,customer.com,Hannah Lee,Inactive,ChatGPT,"ChatGPT,Copilot,Gemini",3,True,True,298,39,9,40,0,61.7,2026-01-20T07:59:01.561229Z,macOS 13,gP92-70727,Google,Search,APAC,US-East,Yes,Yes,Restricted,Medium,Confidential,False,False,False,Encrypted at Rest,EU-NL,Exec,Standard,Secret,False,2025-12-30,,90d,Pending,184,19,,Resolved,82,2026-01-20,Breach
ayalaeric,katherine89@customer.com,Engineering,Contractor,Ship broker,customer.com,Thomas Peterson,Terminated,Perplexity,"Perplexity,Copilot,Gemini",3,False,True,49,39,10,12,3,20.2,2025-12-24T11:04:01.562166Z,Windows 10,je92-65254,OpenAI,Search,US,US-East,,,Restricted,Medium,PII,False,True,False,Both,EU-DE,IT,Standard,Top-Secret,False,2025-12-21,Withdrawn,1yr,,7,20,,Breach,57,2026-01-20,Compliant
stephen74,ggomez@customer.com,IT,Contractor,Industrial/product designer,customer.com,Kyle Howell,Terminated,Perplexity,"Perplexity,Bing,Claude",3,False,False,215,126,9,9,0,92.2,2025-12-31T18:59:01.563051Z,macOS 13,oT39-51021,OpenAI,Chat Assistant,US,Multi-Region,Pending,No,Restricted,Low,Internal,False,False,False,,US-NY,IT,Admin,Top-Secret,False,2025-07-21,Implied,Indefinite,Pending,198,15,,,86,2026-01-20,At Risk
williampetersen,silvateresa@customer.com,Legal,Full-Time,"Surveyor, land/geomatics",customer.com,George Cook,Terminated,Gemini,"Gemini,Bing,ChatGPT",3,True,True,317,196,3,18,1,99.3,2026-01-08T10:13:01.564095Z,macOS 14,lM04-94233,Nvidia,Code Assistant,APAC,Multi-Region,Yes,Yes,Approved,Medium,Financial,False,True,True,Encrypted in Transit,APAC-SG,Finance,Standard,,False,2025-10-25,Withdrawn,90d,Pending,196,17,Excessive Upload,Breach,94,2026-01-20,Breach
savannahmendoza,leslie68@customer.com,Security,Vendor,"Conservator, furniture",customer.com,Isaac Hobbs,Suspended,Bing,"Bing,Gemini,Perplexity",3,True,True,1,149,6,38,5,14.2,2026-01-14T22:48:01.564897Z,Windows 10,Do87-26726,Nvidia,Chat Assistant,EU,EU-West,Yes,,Approved,Medium,Confidential,False,False,False,Both,EU-DE,IT,Privileged,Secret,True,2025-11-11,Withdrawn,Indefinite,,47,19,Unusual Hours,Breach,33,2026-01-20,At Risk
brandtjennifer,valeriesanders@customer.com,HR,Intern,Firefighter,customer.com,Alexis Peterson,Terminated,Copilot,"Copilot,ChatGPT,Claude",3,True,True,441,5,4,45,1,31.0,2026-01-20T16:23:01.565770Z,macOS 13,Pw21-50406,OpenAI,Copilot,EU,Multi-Region,Yes,Pending,Under Review,Medium,Internal,False,False,False,,US-NY,Finance,Privileged,Secret,True,2025-08-23,Withdrawn,90d,Pending,14,16,Multiple Flags,Under Investigation,5,2026-01-20,At Risk
smithann,chandlerjohnny@customer.com,Engineering,Intern,Structural engineer,customer.com,Christina Barnes,Inactive,Claude,Claude,1,False,True,462,103,6,40,0,69.2,2026-01-05T07:53:01.566884Z,macOS 14,PS08-78913,Microsoft,Code Assistant,EU,US-East,,No,Approved,Critical,Financial,False,True,True,Encrypted in Transit,US-MA,Finance,Admin,Confidential,False,2025-06-29,Withdrawn,Indefinite,Pending,50,13,,Breach,32,2026-01-20,At Risk
paige38,jon94@customer.com,Finance,Full-Time,Social researcher,customer.com,Suzanne Morris,Suspended,ChatGPT,"ChatGPT,Gemini",2,True,False,389,100,9,42,5,92.1,2025-12-30T23:15:01.567928Z,macOS 13,FX69-76505,OpenAI,Search,EU,EU-West,Yes,Yes,Prohibited,Low,Confidential,False,False,False,,US-MA,Finance,Privileged,Top-Secret,True,2025-12-23,Implied,90d,Pending,116,4,,Breach,92,2026-01-20,Breach
carrie65,lawrencediaz@customer.com,HR,Contractor,"Designer, exhibition/display",customer.com,Dennis Clark,Suspended,Perplexity,Perplexity,1,True,True,191,135,0,27,4,25.7,2026-01-17T00:28:01.568866Z,Windows 11,LT18-14606,Anthropic,Analytics,US,US-West,Pending,Yes,Prohibited,High,Confidential,False,False,False,Both,APAC-SG,IT,Admin,Top-Secret,True,2025-10-17,,7yr,Completed,90,16,Geo Anomaly,Under Investigation,5,2026-01-20,Breach
brianbest,tracybuck@customer.com,Finance,Full-Time,Environmental health practitioner,customer.com,John Gomez,Inactive,Claude,"Claude,Gemini,Copilot",3,False,False,201,18,2,17,1,80.7,2025-12-25T05:49:01.569724Z,macOS 13,HN94-19109,Anthropic,Copilot,Global,US-East,No,No,Restricted,High,Financial,False,True,True,,APAC-SG,Finance,Admin,Confidential,False,2025-06-14,Implied,1yr,,130,14,Geo Anomaly,Under Investigation,66,2026-01-20,Compliant
jberg,milesallison@customer.com,Engineering,Intern,Dispensing optician,customer.com,Jamie Park,Inactive,ChatGPT,"ChatGPT,Claude",2,True,False,135,92,8,16,4,2.3,2025-12-23T17:39:01.570424Z,macOS 13,xo57-69151,Anthropic,Chat Assistant,EU,Multi-Region,,Yes,Under Review,Low,Public,False,False,False,Both,EU-NL,Exec,Standard,Secret,False,2025-08-11,Explicit,30d,Pending,141,11,Multiple Flags,Resolved,100,2026-01-20,Breach
grayrichard,tammy93@customer.com,Finance,Vendor,Financial trader,customer.com,Catherine Tate,Terminated,Claude,"Claude,Gemini,ChatGPT",3,True,False,45,43,1,16,1,22.1,2025-12-29T20:34:01.571556Z,macOS 14,VK51-46140,Microsoft,Search,APAC,EU-West,No,Pending,Under Review,Low,Internal,False,False,False,,EU-NL,Exec,Privileged,,False,2025-10-08,Withdrawn,Indefinite,Pending,146,18,Geo Anomaly,Breach,75,2026-01-20,Breach
hnavarro,kgomez@customer.com,R&D,Full-Time,Ambulance person,customer.com,Julie Torres,Terminated,ChatGPT,ChatGPT,1,True,False,419,56,7,46,2,59.9,2025-12-26T03:12:01.572370Z,macOS 13,tH34-90337,Meta,Chat Assistant,US,EU-Central,Pending,No,Prohibited,Medium,Financial,False,True,True,,EU-FR,Admin,Elevated,,False,2025-04-23,Implied,30d,Pending,22,16,Excessive Upload,Breach,38,2026-01-20,Compliant
simpsonjessica,kathrynraymond@customer.com,HR,Full-Time,"Teacher, primary school",customer.com,William Thomas,Terminated,Copilot,Copilot,1,False,False,316,74,10,15,2,61.8,2026-01-19T04:01:01.573455Z,macOS 14,WZ40-24957,Anthropic,Copilot,APAC,US-West,Pending,No,Under Review,Low,Internal,False,False,False,Encrypted in Transit,US-MA,Clinical,Elevated,Secret,True,2026-01-09,,30d,Completed,10,2,,Resolved,9,2026-01-20,Breach
matthewmeyer,yadams@customer.com,Finance,Contractor,Higher education careers adviser,customer.com,Todd Gomez,Terminated,ChatGPT,"ChatGPT,Perplexity",2,True,False,343,43,5,10,0,52.8,2026-01-17T01:34:01.574145Z,Windows 10,lb87-32740,Meta,Chat Assistant,EU,US-East,No,No,Under Review,Medium,Internal,False,False,False,Both,US-NY,Admin,Standard,,False,2025-05-31,Withdrawn,90d,Pending,118,4,Multiple Flags,Breach,62,2026-01-20,Breach
mezakenneth,mmartin@customer.com,IT,Full-Time,"Journalist, magazine",customer.com,Summer Jones,Active,Bing,"Bing,Perplexity",2,True,True,173,138,7,41,3,49.0,2026-01-16T16:00:01.575238Z,Windows 11,wx65-28708,Meta,Code Assistant,US,US-East,Yes,Pending,Restricted,High,Public,False,False,False,Encrypted in Transit,US-NY,IT,Standard,,False,2025-12-21,,Indefinite,Completed,70,14,,Under Investigation,21,2026-01-20,Breach
whiteadam,sarah38@customer.com,Sales,Contractor,"Research officer, political party",customer.com,Robert Love,Active,Copilot,"Copilot,Bing,Claude",3,True,False,201,130,9,27,1,48.2,2026-01-17T04:06:01.576097Z,Windows 11,GJ49-67070,OpenAI,Code Assistant,Global,US-East,,Yes,Prohibited,High,Internal,False,False,False,Encrypted at Rest,EU-NL,Admin,Admin,Confidential,True,2025-10-13,,1yr,,174,11,Unusual Hours,Breach,99,2026-01-20,At Risk
carlosking,robbinseric@customer.com,Marketing,Intern,"Teacher, adult education",customer.com,Debra Davis,Inactive,Bing,"Bing,Copilot,Claude",3,True,False,446,33,9,19,4,97.0,2026-01-17T10:53:01.576912Z,Windows 10,NH94-85846,OpenAI,Analytics,Global,EU-Central,Pending,,Restricted,High,Public,False,False,False,Encrypted at Rest,US-NY,Exec,Privileged,Secret,True,2025-04-28,Explicit,1yr,Completed,87,2,Multiple Flags,Resolved,20,2026-01-20,Breach
comptonkaren,joseburch@customer.com,R&D,Vendor,Materials engineer,customer.com,Tracey Dixon,Inactive,Claude,"Claude,Bing",2,False,False,173,157,9,34,5,92.5,2026-01-01T15:06:01.577723Z,Windows 11,Xz93-18665,Microsoft,Chat Assistant,Global,EU-Central,Yes,,Prohibited,Low,Financial,False,True,True,Encrypted in Transit,US-MA,Admin,Admin,,False,2025-11-05,Withdrawn,90d,Pending,88,14,Multiple Flags,Breach,15,2026-01-20,Compliant
ivaughn,harveyvanessa@customer.com,Finance,Intern,Associate Professor,customer.com,Jordan Smith,Terminated,ChatGPT,"ChatGPT,Copilot,Gemini",3,False,True,39,161,9,19,0,15.6,2026-01-19T13:33:01.578483Z,macOS 13,qZ12-68356,Meta,Copilot,EU,EU-West,No,No,Under Review,Low,Public,False,False,False,Encrypted at Rest,US-MA,Finance,Admin,Confidential,False,2025-08-31,,30d,,20,13,Excessive Upload,Breach,41,2026-01-20,Compliant
jsmith,frichards@customer.com,Legal,Contractor,Archivist,customer.com,Tammy Vargas,Active,Bing,"Bing,Copilot,Claude",3,False,False,411,116,3,15,3,39.5,2026-01-14T15:46:01.579149Z,macOS 14,vV21-00658,OpenAI,Code Assistant,EU,Multi-Region,No,No,Restricted,Medium,Internal,False,False,False,Encrypted at Rest,EU-FR,Exec,Admin,Confidential,True,2025-06-21,Withdrawn,90d,Completed,128,11,Multiple Flags,Resolved,85,2026-01-20,Breach
christine95,xwilkerson@customer.com,Marketing,Contractor,Clinical research associate,customer.com,Christine Mack DVM,Active,Claude,Claude,1,True,False,10,32,1,46,5,6.2,2026-01-13T11:50:01.579988Z,Windows 11,By35-88994,Nvidia,Copilot,APAC,EU-West,Yes,No,Under Review,Critical,Confidential,False,False,False,Encrypted in Transit,EU-FR,Admin,Elevated,Confidential,True,2025-11-26,Implied,Indefinite,Pending,33,11,Geo Anomaly,,99,2026-01-20,Breach
anthonyhunt,lwells@customer.com,IT,Full-Time,Mechanical engineer,customer.com,Aaron Taylor,Suspended,Gemini,"Gemini,Copilot",2,True,True,431,46,5,45,4,51.6,2025-12-25T14:08:01.580779Z,Windows 11,Ud06-97933,Google,Code Assistant,APAC,EU-West,No,,Prohibited,High,Public,False,False,False,Encrypted in Transit,US-CA,Finance,Privileged,Confidential,True,2025-06-04,Withdrawn,90d,Completed,69,2,Geo Anomaly,Resolved,16,2026-01-20,At Risk
vanessa09,callahansandy@customer.com,HR,Intern,"Engineer, mining",customer.com,Allison Myers,Inactive,Gemini,"Gemini,Claude,Perplexity",3,True,True,304,70,10,6,1,83.4,2025-12-27T07:15:01.581612Z,macOS 13,Vb85-32405,Google,Search,EU,US-West,Pending,,Prohibited,High,PII,False,True,False,Encrypted in Transit,US-MA,IT,Admin,Secret,False,2025-12-13,Implied,7yr,Pending,59,18,Excessive Upload,Breach,18,2026-01-20,Compliant
brownvalerie,kellyaguilar@customer.com,Clinical,Full-Time,Patent examiner,customer.com,Jordan Yang,Inactive,Copilot,"Copilot,ChatGPT,Perplexity",3,False,True,147,186,10,49,3,14.5,2025-12-30T20:25:01.583048Z,Windows 10,gX43-79748,Google,GenAI,US,US-East,Pending,Pending,Prohibited,Critical,Public,False,False,False,Encrypted at Rest,US-CA,Clinical,Privileged,Confidential,False,2025-05-19,Explicit,30d,Pending,157,0,,Resolved,23,2026-01-20,Compliant
gregory07,woodardthomas@customer.com,Sales,Contractor,"Administrator, Civil Service",customer.com,James Garrison,Suspended,Claude,"Claude,Perplexity,ChatGPT",3,True,False,345,104,6,27,5,70.5,2025-12-31T10:03:01.584189Z,Windows 10,LB00-19522,Microsoft,Code Assistant,APAC,EU-Central,,No,Prohibited,Critical,Public,False,False,False,Both,EU-DE,Clinical,Privileged,Top-Secret,False,2025-02-10,Explicit,Indefinite,,79,10,Excessive Upload,Resolved,98,2026-01-20,At Risk
parksmegan,alvaradobenjamin@customer.com,IT,Contractor,"Conservation officer, nature",customer.com,Ann Carrillo,Terminated,Copilot,Copilot,1,False,True,378,92,0,4,5,12.3,2025-12-24T20:33:01.585258Z,Windows 11,PI46-40112,Microsoft,Chat Assistant,US,EU-West,,,Under Review,Medium,PII,False,True,False,,US-NY,IT,Standard,Confidential,True,2025-07-01,Implied,1yr,,52,11,Excessive Upload,,46,2026-01-20,Compliant
johnrowe,rhondadelgado@customer.com,Sales,Vendor,Mental health nurse,customer.com,Lisa Long,Suspended,Copilot,"Copilot,Bing,Claude",3,True,True,436,150,7,21,2,96.8,2026-01-05T21:57:01.586227Z,macOS 14,LK03-27853,Google,Code Assistant,EU,EU-West,,Pending,Approved,High,Public,False,False,False,Both,EU-NL,Admin,Elevated,Secret,False,2025-05-17,Explicit,1yr,Completed,11,17,,Under Investigation,7,2026-01-20,Breach
jmorgan,jonesrebecca@customer.com,Security,Intern,Interpreter,customer.com,Tiffany Hill,Active,Perplexity,"Perplexity,Bing,Copilot",3,True,True,81,46,8,44,1,27.5,2026-01-07T13:29:01.587051Z,macOS 13,yW77-12972,Microsoft,Copilot,EU,EU-West,Pending,,Prohibited,Low,PII,False,True,False,Encrypted in Transit,EU-NL,Finance,Standard,Secret,False,2025-09-06,,7yr,,65,7,Geo Anomaly,Under Investigation,49,2026-01-20,At Risk
ulivingston,ronaldbass@customer.com,Security,Intern,IT sales professional,customer.com,Cynthia Baird,Terminated,ChatGPT,ChatGPT,1,False,False,126,191,7,30,5,56.4,2026-01-20T01:23:01.588261Z,Windows 10,uK54-79607,Meta,Analytics,EU,Multi-Region,,No,Approved,High,PHI,True,True,False,Encrypted in Transit,EU-FR,IT,Privileged,Top-Secret,False,2025-02-16,Explicit,1yr,Pending,87,15,,,8,2026-01-20,Compliant
norma06,lorraineweber@customer.com,R&D,Intern,Animator,customer.com,Tina Thomas,Terminated,Copilot,"Copilot,Bing",2,True,False,289,109,10,47,3,67.5,2026-01-20T21:19:01.589016Z,macOS 14,OO78-38140,Nvidia,Analytics,EU,EU-Central,Yes,Pending,Prohibited,High,Confidential,False,False,False,Encrypted at Rest,US-NY,Finance,Standard,Top-Secret,True,2025-04-09,Withdrawn,30d,Pending,119,15,Geo Anomaly,Under Investigation,71,2026-01-20,Compliant
timothyhernandez,nramirez@customer.com,Clinical,Contractor,Interpreter,customer.com,Sherry Barron MD,Terminated,Perplexity,"Perplexity,Gemini,Copilot",3,True,True,431,98,9,1,0,22.7,2026-01-13T09:09:01.590046Z,Ubuntu 22.04,PX38-26920,OpenAI,Search,APAC,EU-Central,No,Yes,Restricted,Low,Internal,False,False,False,Encrypted at Rest,APAC-SG,Finance,Privileged,Secret,False,2025-08-18,,Indefinite,,158,14,Multiple Flags,Resolved,41,2026-01-20,Compliant
jessica91,blakerodney@customer.com,Engineering,Full-Time,"Engineer, manufacturing systems",customer.com,Elijah King,Suspended,Bing,"Bing,ChatGPT",2,True,True,211,98,3,30,4,15.8,2025-12-22T05:02:01.590851Z,macOS 14,fy49-02079,OpenAI,Chat Assistant,EU,EU-Central,Pending,Yes,Approved,Low,Public,False,False,False,Both,US-CA,IT,Admin,Top-Secret,False,2025-08-24,Withdrawn,7yr,Pending,139,11,,Under Investigation,29,2026-01-20,Breach
jeremyjohnson,llopez@customer.com,Finance,Vendor,Horticultural therapist,customer.com,Laura Cook,Terminated,Bing,"Bing,Gemini,Copilot",3,True,True,32,102,9,30,4,66.6,2025-12-22T17:28:01.591838Z,macOS 13,wg98-88341,Nvidia,Code Assistant,EU,US-East,,Yes,Restricted,High,Internal,False,False,False,Both,APAC-SG,Admin,Elevated,Confidential,True,2025-05-30,,7yr,Pending,174,2,Unusual Hours,Resolved,34,2026-01-20,At Risk
jamesfoster,danielbuck@customer.com,Sales,Vendor,Air broker,customer.com,Gina Harris,Inactive,Perplexity,"Perplexity,Copilot",2,True,False,306,141,4,8,2,90.7,2025-12-24T00:00:01.592807Z,Windows 11,Ph48-85174,Google,Copilot,EU,EU-West,,,Restricted,Low,PII,False,True,False,,US-CA,Exec,Standard,Confidential,False,2025-05-31,Withdrawn,90d,,173,15,Geo Anomaly,Under Investigation,80,2026-01-20,At Risk
martinezcarolyn,ybaker@customer.com,Engineering,Vendor,"Therapist, horticultural",customer.com,Brandy Sanders MD,Terminated,Bing,"Bing,Claude,Gemini",3,False,True,392,14,9,34,1,50.5,2026-01-07T14:00:01.593706Z,Windows 10,SY31-56454,Google,GenAI,US,EU-Central,,Pending,Restricted,Critical,PHI,True,True,False,Both,EU-FR,Admin,Admin,Confidential,True,2025-08-14,Withdrawn,7yr,,16,11,,Under Investigation,50,2026-01-20,At Risk
colonpaula,garzadebra@customer.com,Finance,Vendor,"Development worker, international aid",customer.com,Nicole Stevens,Inactive,Bing,"Bing,Perplexity,Copilot",3,False,True,59,33,7,50,1,31.7,2026-01-02T19:42:01.594615Z,Windows 10,yP11-31524,Meta,Search,US,EU-Central,Pending,Yes,Under Review,High,Financial,False,True,True,Encrypted in Transit,EU-FR,Clinical,Elevated,Confidential,True,2025-01-30,Withdrawn,Indefinite,Completed,197,9,Geo Anomaly,Resolved,63,2026-01-20,Breach
hernandezbrian,penadale@customer.com,R&D,Contractor,Operational investment banker,customer.com,Cynthia Armstrong,Inactive,Copilot,"Copilot,Perplexity,Claude",3,True,True,436,130,10,19,1,0.6,2026-01-03T12:16:01.595978Z,Windows 11,iL40-15524,Microsoft,Copilot,Global,US-West,No,No,Restricted,Medium,Confidential,False,False,False,Encrypted at Rest,US-CA,Admin,Standard,Secret,False,2025-06-24,Implied,30d,Pending,70,0,Multiple Flags,Resolved,15,2026-01-20,At Risk
thorn,blake75@customer.com,HR,Full-Time,Hospital doctor,customer.com,Brian Bell,Active,Perplexity,"Perplexity,Claude",2,False,False,495,135,4,5,5,61.5,2026-01-02T07:26:01.596774Z,macOS 13,sy85-48686,OpenAI,Search,APAC,EU-West,,,Prohibited,Medium,PHI,True,True,False,,US-NY,Exec,Elevated,Secret,False,2025-11-27,,7yr,,190,6,Excessive Upload,Under Investigation,44,2026-01-20,Breach
stevenball,annejohnson@customer.com,Finance,Contractor,Environmental education officer,customer.com,David Smith,Suspended,ChatGPT,"ChatGPT,Perplexity",2,False,True,80,47,1,19,4,73.6,2026-01-19T05:05:01.598057Z,Windows 11,sH86-50457,Microsoft,GenAI,Global,US-East,,,Under Review,Medium,PHI,True,True,False,,EU-FR,IT,Standard,,False,2025-03-03,Explicit,90d,Pending,17,9,,,15,2026-01-20,At Risk
xodonnell,ellisandre@customer.com,Security,Intern,Medical illustrator,customer.com,Manuel Hudson,Inactive,Gemini,"Gemini,Claude,Bing",3,True,True,185,102,9,42,0,84.2,2026-01-11T16:13:01.599160Z,macOS 13,op05-54822,Microsoft,GenAI,EU,US-West,Pending,,Approved,High,PII,False,True,False,Encrypted at Rest,US-CA,Admin,Elevated,Confidential,False,2025-03-17,Explicit,7yr,Completed,36,4,Unusual Hours,Resolved,45,2026-01-20,Breach
sarahsanchez,garciadonna@customer.com,Clinical,Vendor,Television camera operator,customer.com,Tanya Morrison,Inactive,Copilot,Copilot,1,True,False,23,141,4,11,5,9.1,2026-01-16T21:59:01.600046Z,Windows 10,dm08-49126,Google,Chat Assistant,EU,EU-West,No,,Prohibited,Medium,Financial,False,True,True,,EU-NL,Admin,Privileged,Secret,False,2025-09-10,Withdrawn,1yr,Pending,8,14,Excessive Upload,Under Investigation,65,2026-01-20,Compliant
wvalenzuela,sara74@customer.com,Legal,Full-Time,"Pharmacist, community",customer.com,Daniel Woodard,Terminated,Gemini,"Gemini,ChatGPT",2,False,True,112,194,6,15,1,71.5,2025-12-27T19:13:01.601349Z,Ubuntu 22.04,AD18-45648,Anthropic,Analytics,APAC,US-West,,Pending,Restricted,Low,Confidential,False,False,False,Encrypted at Rest,EU-FR,Exec,Privileged,Top-Secret,True,2025-03-20,Implied,90d,Pending,199,14,,Under Investigation,80,2026-01-20,At Risk
johnstongerald,aguerra@customer.com,Legal,Contractor,Arts development officer,customer.com,Kimberly Taylor,Suspended,ChatGPT,"ChatGPT,Copilot",2,False,True,465,109,2,13,5,85.8,2026-01-08T09:28:01.602212Z,Windows 11,kI71-63876,Microsoft,Analytics,APAC,US-West,,Pending,Restricted,Medium,Financial,False,True,True,Encrypted in Transit,APAC-SG,Finance,Elevated,Confidential,False,2025-07-30,Withdrawn,30d,Pending,1,11,Multiple Flags,Resolved,92,2026-01-20,Breach
williamsscott,jennifer22@customer.com,IT,Full-Time,Chief of Staff,customer.com,Carlos Crawford,Suspended,Bing,"Bing,Claude,Gemini",3,False,False,221,31,2,9,0,49.5,2026-01-02T04:00:01.603068Z,Windows 11,Og40-87227,Nvidia,Chat Assistant,Global,Multi-Region,Yes,Pending,Restricted,Critical,Internal,False,False,False,Encrypted at Rest,US-CA,Admin,Elevated,Confidential,False,2025-02-27,Explicit,7yr,Pending,26,13,Multiple Flags,Breach,40,2026-01-20,At Risk
brandi64,paulashley@customer.com,Finance,Contractor,Risk analyst,customer.com,Cole Perkins,Terminated,Copilot,"Copilot,Claude,Perplexity",3,False,False,306,154,1,20,1,72.6,2026-01-20T00:00:01.604108Z,Ubuntu 22.04,PG40-63221,OpenAI,Chat Assistant,Global,EU-West,,,Approved,Critical,Financial,False,True,True,Encrypted in Transit,EU-DE,Admin,Standard,,True,2025-03-15,,Indefinite,Completed,157,17,,Under Investigation,35,2026-01-20,Breach
reederin,cody60@customer.com,Security,Vendor,Print production planner,customer.com,Mariah Davis,Inactive,Gemini,Gemini,1,True,False,95,10,7,36,1,4.5,2026-01-07T00:11:01.605185Z,macOS 13,Mf54-57405,Anthropic,Analytics,Global,EU-Central,,No,Restricted,High,Confidential,False,False,False,Both,US-MA,Exec,Privileged,Secret,True,2025-09-30,Withdrawn,1yr,Completed,150,3,Geo Anomaly,,68,2026-01-20,At Risk
fwarren,lindsayguzman@customer.com,Legal,Full-Time,Photographer,customer.com,Janet Hill,Suspended,ChatGPT,ChatGPT,1,False,False,202,72,4,42,0,69.6,2025-12-26T10:43:01.605877Z,macOS 14,HW22-20181,Nvidia,Chat Assistant,EU,US-West,,Yes,Restricted,Critical,PII,False,True,False,Both,US-MA,IT,Admin,Secret,True,2025-12-14,,7yr,,81,12,Geo Anomaly,Under Investigation,87,2026-01-20,Breach
annaclark,sgreen@customer.com,Sales,Full-Time,Ergonomist,customer.com,Janice Fuller,Suspended,Gemini,Gemini,1,True,False,316,35,10,3,1,86.1,2025-12-30T08:32:01.606668Z,Ubuntu 22.04,ly41-38512,Nvidia,Chat Assistant,APAC,EU-Central,Yes,Pending,Restricted,Low,Internal,False,False,False,Encrypted in Transit,US-MA,Clinical,Admin,,True,2025-12-30,Withdrawn,30d,Pending,97,18,Multiple Flags,Breach,49,2026-01-20,Compliant
jsexton,bryangibbs@customer.com,Finance,Intern,Armed forces technical officer,customer.com,Stephanie Gill,Inactive,Gemini,"Gemini,Bing,Perplexity",3,True,False,467,114,7,20,2,80.4,2026-01-17T04:46:01.607710Z,Windows 11,dM79-01226,Anthropic,Copilot,US,US-West,Yes,Yes,Approved,Low,Confidential,False,False,False,Encrypted in Transit,EU-FR,Admin,Standard,Confidential,False,2025-09-01,Withdrawn,1yr,Pending,110,13,Unusual Hours,,59,2026-01-20,At Risk
emmagilmore,taylortorres@customer.com,R&D,Full-Time,Transport planner,customer.com,Anthony Ramirez,Inactive,Copilot,"Copilot,Gemini,ChatGPT",3,False,False,222,23,0,37,5,18.2,2025-12-27T19:30:01.608496Z,Ubuntu 22.04,Uk23-34361,OpenAI,Copilot,US,EU-West,,Pending,Restricted,High,Financial,False,True,True,Both,EU-FR,IT,Elevated,Secret,True,2025-11-07,Explicit,30d,Pending,132,14,Excessive Upload,,79,2026-01-20,At Risk
jacob95,andrea74@customer.com,Security,Vendor,Chartered certified accountant,customer.com,Tiffany Bates,Suspended,Perplexity,"Perplexity,Claude",2,False,True,206,152,9,36,4,73.3,2026-01-04T21:34:01.609395Z,Windows 11,uP21-89789,Google,Copilot,Global,US-East,No,,Restricted,High,Financial,False,True,True,,EU-NL,Admin,Privileged,Top-Secret,False,2025-12-18,,90d,Pending,14,0,Excessive Upload,Under Investigation,27,2026-01-20,Breach
